id,name,slug,sku,category,brand,publish_status,retail_price,legacy_id
wp-prod-4995,ÁO FURYGAN SWIRL VENTED 3 EN 1 GREEN,ao-giap-furygan-swirl-vented-3-en-1-green,FUSV3EN1,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,FURYGAN,DRAFT,2240000.00,4995
wp-prod-5622,ÁO FURYGAN SWIRL VENTED 3 EN 1 RED,ao-furygan-swirl-vented-3-en-1-red,FUSWIRLV3EN1R,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,FURYGAN,DRAFT,2240000.00,5622
wp-prod-5688,ÁO FURYGAN VULCAIN 3 IN 1 BLACK,ao-furygan-vulcain-3-in-1-black,FUVULCAINB,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,FURYGAN,DRAFT,2100000.00,5688
wp-prod-4210,ÁO FURYGAN WARRIOR TEXTILE,ao-giap-furygan-warrior-textile,FURYGAN WARRIOR TEXTILE,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,,DRAFT,3000000.00,4210
wp-prod-4212,ÁO FURYGAN WB-06 2EN1 VENTED,ao-bao-ho-furygan-wb-06-2en1-vented,FURYGAN WB-06 2EN1,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,,DRAFT,2400000.00,4212
wp-prod-3749,ÁO GIÁP SCOYCO - JK42 BLACK/GREEN,ao-bao-ho-scoyco-jk42-black-green,JK42BG,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,SCOYCO,DRAFT,3200000.00,3749
wp-prod-3806,ÁO GIÁP SCOYCO - JK42 BLACK/GREEN,ao-bao-ho-scoyco-jk42-black-green-2,JK42BG-wp-3806,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,SCOYCO,DRAFT,3200000.00,3806
wp-prod-3758,ÁO GIÁP SCOYCO - JK42 BLACK/ORANGE,ao-bao-ho-scoyco-jk42-black-orange,JK42BO,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,SCOYCO,DRAFT,3200000.00,3758
wp-prod-3754,ÁO GIÁP SCOYCO JK42 BLACK/WHITE,ao-bao-ho-scoyco-jk42-black-white,JK42BW,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,SCOYCO,DRAFT,3200000.00,3754
wp-prod-3743,ÁO GIÁP SCOYCO-JK63 BLACK,ao-bao-ho-scoyco-jk63-black,JK63B,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,SCOYCO,DRAFT,2025000.00,3743
wp-prod-3802,ÁO GIÁP SCOYCO-JK63 GREEN,ao-bao-ho-scoyco-jk63-green-2,JK63G-wp-3802,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,SCOYCO,DRAFT,2025000.00,3802
wp-prod-3745,ÁO GIÁP SCOYCO-JK63 GREEN,ao-bao-ho-scoyco-jk63-green,JK63G,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,SCOYCO,DRAFT,2025000.00,3745
wp-prod-3747,ÁO GIÁP SCOYCO-JK63 WHITE,ao-bao-ho-scoyco-jk63-white,JK63W,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,SCOYCO,DRAFT,2025000.00,3747
wp-prod-3804,ÁO GIÁP SCOYCO-JK63 WHITE,ao-bao-ho-scoyco-jk63-white-2,JK63W-wp-3804,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,SCOYCO,DRAFT,2025000.00,3804
wp-prod-4549,ÁO MACNA FLARE CAMO ORANGE,ao-giap-bao-ho-macna-vosges-camo-orange,MACNA FLARE CAMO O,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,,DRAFT,1750000.00,4549
wp-prod-4465,ÁO MACNA SURGE,ao-bao-ho-macna-surge,MACNA SURGE,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,,DRAFT,1470000.00,4465
wp-prod-5710,ÁO NỮ DRIRIDER JEWEL 2 AIR,ao-n-dririder-jewel-2-air,DRIJEWEL2AIR,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,,DRAFT,1890000.00,5710
wp-prod-5684,ÁO NỮ FURYGAN ARROW PINK,ao-furygan-arrow-pink,FUARROWP,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,FURYGAN,DRAFT,2170000.00,5684
wp-prod-5712,ÁO NỮ FURYGAN ARROW WHITE,ao-n-furygan-arrow-white,FUARROWW,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,FURYGAN,DRAFT,2170000.00,5712
wp-prod-5414,ÁO TAICHI RSJ706 AVIATOR ALL SEASON,ao-taichi-rsj706-aviator-all-season,RSJ706AAS,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,,DRAFT,2900000.00,5414
wp-prod-5354,ÁO TAICHI RSJJ14 SPLIT AIR BLACK/GRAY,ao-taichi-rsjj14-black-gray,TAICHIRSJJ14G,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,,DRAFT,2161000.00,5354
wp-prod-3976,ÁO TÚI KHÍ HIT-AIR SHOCK BUFFERING MC3,ao-bao-ho-tui-khi-hit-air-shock-buffering-mc3,SHOCK BUFFERING MC3,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,,DRAFT,5940000.00,3976
wp-prod-855,Áo bảo hộ  Komine JK-088,ao-bao-ho-di-mo-to-xe-may-phuot-ao-bao-ho-komine-jk-088,JK088,ÁO QUẦN BẢO HỘ MOTO PHƯỢT,,DRAFT,2700000.00,855
